HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)	UniProt ID(supplied by UniProt)	Ensembl ID(supplied by Ensembl)
HGNC:44062	STMN1P1			100506685	NG_030122		ENSG00000276058
HGNC:44063	STMN1P2			100289663	NG_030216		ENSG00000251440
HGNC:10577	STMN2	SCGN10	SCG10	11075	NM_001199214	Q93045	ENSG00000104435
HGNC:15926	STMN3		SCLIP	50861	NM_001276310	Q9NZ72	ENSG00000197457
HGNC:16078	STMN4		RB3	81551	NM_001283053	Q9H169	ENSG00000015592
HGNC:44668	STMND1		FLJ23152	401236	NM_001190766	H3BQB6	ENSG00000230873
HGNC:41909	STMP1	C7orf73	PL-5283	647087	NM_001130929	E0CX11	ENSG00000243317
HGNC:26200	STN1	OBFC1	FLJ22559, bA541N10.2	79991	NM_024928	Q9H668	ENSG00000107960
HGNC:3383	STOM	EPB7, EPB72	BND7	2040	NM_001270526	P27105	ENSG00000148175
HGNC:14560	STOML1		hUNC-24, SLP-1, STORP, FLJ36370	9399	NM_001256672	Q9UBI4	ENSG00000067221
HGNC:14559	STOML2		SLP-2, HSPC108	30968	NM_001287031	Q9UJZ1	ENSG00000165283
HGNC:19420	STOML3		SRO, Epb7.2l	161003	NM_001144033	Q8TAV4	ENSG00000133115
HGNC:17003	STON1		SBLF, stoned-b1	11037	NM_001198595	Q9Y6Q2	ENSG00000243244
HGNC:30651	STON1-GTF2A1L		SALF	286749	NM_001198593		ENSG00000068781
HGNC:30652	STON2		STNB2, STN2	85439	NM_001256430	Q8WXE9	ENSG00000140022
HGNC:23508	STOX1	C10orf24	FLJ25162	219736	NM_001130159	Q6ZVD7	ENSG00000165730
HGNC:25450	STOX2		DKFZp762K222	56977	NM_020225	Q9P2F5	ENSG00000173320
HGNC:28070	STPG1	C1orf201	FLJ33340, MAPO2	90529	NM_001199012	Q5TH74	ENSG00000001460
HGNC:28712	STPG2	C4orf37	MGC46496	285555	NM_174952	Q8N412	ENSG00000163116
HGNC:41209	STPG2-AS1			101410545	NR_102713		ENSG00000251620
HGNC:37285	STPG3	C9orf173	FLJ40246	441476	NM_001004353	Q8N7X2	ENSG00000197768
HGNC:51176	STPG3-AS1	C9orf173-AS1		100129722	NR_038389		ENSG00000275549
HGNC:26850	STPG4	C2orf61	FLJ40172	285051	NM_001163561	Q8N801	ENSG00000239605
HGNC:30650	STRA6		FLJ12541	64220	NM_001142617	Q9BX79	ENSG00000137868
HGNC:53830	STRA6LP			112272565	NG_056705		
HGNC:30653	STRA8			346673	NM_182489	Q7Z7C7	ENSG00000146857
HGNC:30172	STRADA		NY-BR-96, LYK5, Stlk, STRAD	92335	NM_001003786	Q7RTN6	ENSG00000266173
HGNC:13205	STRADB	ALS2CR2	CALS-21, PAPK, ILPIPA, ILPIP	55437	NM_001206864	Q9C0K7	ENSG00000082146
HGNC:22478	STRADBP1		STLK6ps1, ALS2CR2P1	389599	NG_005932		ENSG00000213205
HGNC:30796	STRAP		UNRIP, pt-wd, MAWD	11171	NM_007178	Q9Y3F4	ENSG00000023734
HGNC:16462	STRBP	ILF3L	FLJ11307, SPNR	55342	NM_001171137	Q96SI9	ENSG00000165209
HGNC:16035	STRC	DFNB16		161497	NM_153700	Q7RTU9	ENSG00000242866
HGNC:33915	STRCP1	STRCP		554225	NR_146078	A6NGW2	ENSG00000166763
HGNC:25916	STRIP1	FAM40A	FLJ14743, KIAA1761, FAR11A	85369	NM_001270768	Q5VSL9	ENSG00000143093
HGNC:22209	STRIP2	FAM40B	KIAA1170, FAR11B	57464	NM_001134336	Q9ULQ0	ENSG00000128578
HGNC:11424	STRN		PPP2R6A, STRN1	6801	NM_003162	O43815	ENSG00000115808
HGNC:15720	STRN3		SG2NA, PPP2R6B, S/G2NA	29966	NM_001083893	Q13033	ENSG00000196792
HGNC:15721	STRN4		ZIN, PPP2R6C	29888	NM_001039877	Q9NRL3	ENSG00000090372
HGNC:11425	STS	ARSC1	ARSC	412	NM_000351	P08842	ENSG00000101846
HGNC:11426	STSP1	STSP	STS-Y	6803	NG_001197		ENSG00000227166
HGNC:6172	STT3A	ITM1	TMC, MGC9042, STT3-A	3703	NM_001278503	P46977	ENSG00000134910
HGNC:44585	STT3A-AS1			105369550	NR_132372		ENSG00000254671
HGNC:30611	STT3B		SIMP, FLJ90106, STT3-B	201595	NM_178862	Q8TCJ2	ENSG00000163527
HGNC:11427	STUB1		UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7	10273	NM_001293197	Q9UNE7	ENSG00000103266
HGNC:30491	STUM	C1orf95	DKFZp761P211	375057	NM_001003665	Q69YW2	ENSG00000203685
HGNC:11433	STX1A	STX1	HPC-1, p35-1	6804	NM_001165903	Q16623	ENSG00000106089
HGNC:18539	STX1B	STX1B1, STX1B2		112755	NM_052874	P61266	ENSG00000099365
HGNC:3403	STX2	STX2B, STX2C, STX2A, EPIM	EPM	2054	NM_001351049	P32856	ENSG00000111450
HGNC:11438	STX3	STX3A		6809	NM_001178040	Q13277	ENSG00000166900
HGNC:11439	STX4	STX4A	p35-2	6810	NM_001272095	Q12846	ENSG00000103496
HGNC:11440	STX5	STX5A	SED5	6811	NM_001244666	Q13190	ENSG00000162236
HGNC:11441	STX6			10228	NM_001286210	O43752	ENSG00000135823
HGNC:11442	STX7			8417	NM_001326578	O15400	ENSG00000079950
HGNC:11443	STX8		CARB	9482	NM_004853	Q9UNK0	ENSG00000170310
HGNC:49855	STX8P1			100423046	NG_021191		ENSG00000270296
HGNC:11428	STX10		hsyn10, SYN10	8677	NM_001271609	O60499	ENSG00000104915
HGNC:11429	STX11			8676	NM_003764	O75558	ENSG00000135604
HGNC:11430	STX12		STX13, STX14	23673	NM_177424	Q86Y82	ENSG00000117758
HGNC:11431	STX16		hsyn16, SYN16	8675	NM_001001433	O14662	ENSG00000124222
HGNC:41993	STX16-NPEPL1			100534593	NR_037945		ENSG00000254995
HGNC:11432	STX17		FLJ20651	55014	NM_017919	P56962	ENSG00000136874
HGNC:51174	STX17-AS1			441461	NR_038853		ENSG00000255145
HGNC:15942	STX18		Ufe1	53407	NM_001346281	Q9P2W9	ENSG00000168818
HGNC:48877	STX18-AS1		LOC100507266	100507266	NR_037888		ENSG00000247708
HGNC:41415	STX18-IT1			104472519	NR_126434		ENSG00000248221
HGNC:43995	STX18P1			100418889	NG_026236		
HGNC:19300	STX19		MGC21382	415117	NM_001001850	Q8N4C7	ENSG00000178750
HGNC:11444	STXBP1		hUNC18, MUNC18-1, UNC18, rbSec1	6812	NM_001032221	P61764	ENSG00000136854
HGNC:11445	STXBP2		UNC18B, Hunc18b	6813	NM_001127396	Q15833	ENSG00000076944
HGNC:11446	STXBP3		UNC-18C	6814	NM_007269	O00186	ENSG00000116266
HGNC:19694	STXBP4		Synip, MGC50337	252983	NM_178509	Q6ZWJ1	ENSG00000166263
HGNC:19665	STXBP5		tomosyn, LLGL3	134957	NM_001127715	Q5T5C0	ENSG00000164506
HGNC:44183	STXBP5-AS1			729178	NR_034115		ENSG00000233452
HGNC:30757	STXBP5L		KIAA1006, LLGL4	9515	NM_001308330	Q9Y2K9	ENSG00000145087
HGNC:19666	STXBP6		amisyn, HSPC156	29091	NM_001304476	Q8NFX7	ENSG00000168952
HGNC:18889	STYK1		SuRTK106, DKFZp761P1010, NOK	55359	NM_018423	Q6J9G0	ENSG00000060140
HGNC:11447	STYX			6815	NM_001130701	Q8WUJ0	ENSG00000198252
HGNC:18165	STYXL1	DUSP24	MK-STYX	51657	NM_001317785	Q9Y6J8	ENSG00000127952
HGNC:19985	SUB1		PC4, p15, p14	10923	NM_006713	P53999	ENSG00000113387
HGNC:32300	SUB1P1			728938	NG_007169		ENSG00000227203
HGNC:43992	SUB1P2			100287680	NG_022860		ENSG00000258737
HGNC:43993	SUB1P3			106480442	NG_043392		ENSG00000261612
HGNC:43994	SUB1P4			100288661	NG_027752		ENSG00000260247
HGNC:11448	SUCLA2			8803	NM_003850	Q9P2R7	ENSG00000136143
HGNC:39965	SUCLA2-AS1			101929410			ENSG00000227848
HGNC:21632	SUCLA2P1	SUCLA2P	Em:AB014080.4	646520	NG_022351		ENSG00000224936
HGNC:38102	SUCLA2P2			100129863	NG_021507		ENSG00000233107
HGNC:38103	SUCLA2P3			100421648	NG_021497		ENSG00000229593
HGNC:11449	SUCLG1			8802	NM_003849	P53597	ENSG00000163541
HGNC:11450	SUCLG2			8801	NM_001177599	Q96I99	ENSG00000172340
HGNC:49643	SUCLG2-AS1			101927111	NR_109992		ENSG00000241316
HGNC:43996	SUCLG2P1			100421671	NG_008951		
HGNC:43997	SUCLG2P2			283398	NG_017133		ENSG00000236349
HGNC:43998	SUCLG2P3			100421712	NG_024413		
HGNC:43999	SUCLG2P4			100130528	NG_017131		ENSG00000249226
HGNC:4542	SUCNR1	GPR91		56670	NM_033050	Q9BXA5	ENSG00000198829
HGNC:1240	SUCO	C1orf9	CH1, SLP1, OPT	51430	NM_001282750	Q9UBS9	ENSG00000094975
HGNC:29545	SUDS3		SDS3, FLJ00052, SAP45	64426	NM_022491	Q9H7L9	ENSG00000111707
HGNC:44000	SUDS3P1			285647	NG_005309		ENSG00000249129
HGNC:16466	SUFU		SUFUH, SUFUXL, PRO1280	51684	NM_001178133	Q9UMX1	ENSG00000107882
HGNC:16001	SUGCT	C7orf10	FLJ11808, ORF19, DERP13	79783	NM_001193311	Q9HAC7	ENSG00000175600
HGNC:18643	SUGP1	SF4	F23858, DKFZp434E2216, RBP	57794	NM_172231	Q8IWZ8	ENSG00000105705
HGNC:18641	SUGP2	SFRS14	KIAA0365	10147	NM_001017392	Q8IX01	ENSG00000064607
HGNC:16987	SUGT1		SGT1	10910	NM_001130912	Q9Y2Z0	ENSG00000165416
HGNC:19384	SUGT1P1	SUGT1P	bA255A11.1, SGT1P, MGC15151	441394	NR_003667		ENSG00000226823
HGNC:31377	SUGT1P2			728706	NG_006446		ENSG00000213842
HGNC:20513	SUGT1P3	SUGT1L1		283507	NR_003365		ENSG00000239827
HGNC:53832	SUGT1P4			112272564	NG_056703		
HGNC:53834	SUGT1P4-STRA6LP			100499484	NR_036526		
HGNC:53835	SUGT1P4-STRA6LP-CCDC180			57653	NR_036527		
HGNC:20391	SULF1		KIAA1077, SULF-1, hSulf-1	23213	NM_001128204	Q8IWU6	ENSG00000137573
HGNC:20392	SULF2		KIAA1247, HSULF-2, SULF-2	55959	NM_001161841	Q8IWU5	ENSG00000196562
HGNC:11453	SULT1A1	STP, STP1	P-PST	6817	NM_001055	P50225	ENSG00000196502
HGNC:11454	SULT1A2	STP2	HAST4	6799	NM_001054	P50226	ENSG00000197165
HGNC:11455	SULT1A3	STM	TL-PST	6818	NM_177552	P0DMM9	ENSG00000261052
HGNC:30004	SULT1A4			445329	NM_001017390	P0DMN0	ENSG00000213648
HGNC:17845	SULT1B1		ST1B2	27284	NM_014465	O43704	ENSG00000173597
HGNC:11456	SULT1C2	SULT1C1	ST1C1	6819	NM_001056	O00338	ENSG00000198203
HGNC:33545	SULT1C2P1		SULT1C1P	151234	NR_037191		ENSG00000237223
HGNC:51595	SULT1C2P2			106480333	NG_045175		ENSG00000261209
HGNC:33543	SULT1C3			442038	NM_001008743	Q6IMI6	ENSG00000196228
HGNC:11457	SULT1C4	SULT1C2	SULT1C	27233	NM_001321770	O75897	ENSG00000198075
HGNC:30659	SULT1D1P		SULT1D1	133150	NG_002642		ENSG00000236959
HGNC:11377	SULT1E1	STE	EST	6783	NM_005420	P49888	ENSG00000109193
HGNC:11458	SULT2A1	STD	DHEA-ST	6822	NM_003167	Q06520	ENSG00000105398
HGNC:11459	SULT2B1		HSST2	6820	NM_004605	O00204	ENSG00000088002
HGNC:14903	SULT4A1		SULTX3, hBR-STL-1	25830	NM_014351	Q9BR01	ENSG00000130540
HGNC:33433	SULT6B1			391365	NM_001032377	Q6IMI4	ENSG00000138068
HGNC:53737	SULT6B2P			107984497	XR_001749041		ENSG00000283582
HGNC:20376	SUMF1		FGE, UNQ3037	285362	NM_001164674	Q8NBK3	ENSG00000144455
HGNC:20415	SUMF2		DKFZp566I1024	25870	NM_001042469	Q8NBJ7	ENSG00000129103
HGNC:12502	SUMO1	UBL1	PIC1, GMP1, SMT3C, SUMO-1, SMT3H3, OFC10	7341	NM_001005781	P63165	ENSG00000116030
HGNC:33148	SUMO1P1	UBL2, UBL6	PIC1L	391257	NR_002189		ENSG00000241721
HGNC:33149	SUMO1P2			474337	NG_004725		ENSG00000229612
HGNC:33150	SUMO1P3			474338	NR_002190		ENSG00000235082
HGNC:33151	SUMO1P4			101290502	NG_033172		ENSG00000235555
HGNC:33152	SUMO1P5			474341	NG_021192		
HGNC:11125	SUMO2	SMT3H2	SMT3B	6613	NM_001005849	P61956	ENSG00000188612
HGNC:13985	SUMO2P1	SMT3H2P, SUMO2P	SMT3Bp, dJ271M21	285829	NG_002750		ENSG00000235238
HGNC:39012	SUMO2P2			100859924	NG_031946		ENSG00000227607
HGNC:39013	SUMO2P3			652489	NG_005815		ENSG00000224971
HGNC:39014	SUMO2P4			100288757	NG_028715		ENSG00000249183
HGNC:39015	SUMO2P5			100526738	NG_027890		ENSG00000251663
HGNC:39016	SUMO2P6			100127922	NG_027875		ENSG00000249031
HGNC:39017	SUMO2P7			100131823	NG_027891		ENSG00000249838
HGNC:39018	SUMO2P8			100506244	NG_029319		ENSG00000228976
HGNC:49348	SUMO2P10			106481678	NG_009005		ENSG00000235424
HGNC:49349	SUMO2P11			100422250	NG_025228		
HGNC:49350	SUMO2P12			106480262	NG_043963		ENSG00000218893
HGNC:49351	SUMO2P13			106480263	NG_043969		ENSG00000218359
HGNC:49352	SUMO2P14			106480264	NG_045115		ENSG00000271096
HGNC:49353	SUMO2P15			106480417	NG_043176		ENSG00000271236
HGNC:49354	SUMO2P16			106480679	NG_008870		ENSG00000253579
HGNC:49358	SUMO2P17			100128010	NG_030097		ENSG00000248278
HGNC:49356	SUMO2P18			106481679	NG_043028		ENSG00000253639
HGNC:49357	SUMO2P19			100422265	NG_016617		ENSG00000253328
HGNC:49355	SUMO2P20			101927327			ENSG00000253721
HGNC:11124	SUMO3	SMT3H1	SMT3A	6612	NM_001286416	P55854	ENSG00000184900
HGNC:21181	SUMO4	SMT3H4, IDDM5	dJ281H8.4	387082	NM_001002255	Q6EEV6	ENSG00000177688
HGNC:18587	SUN1	UNC84A	KIAA0810, FLJ12407	23353	NM_001130965	O94901	ENSG00000164828
HGNC:14210	SUN2	UNC84B		25777	NM_001199579	Q9UH99	ENSG00000100242
HGNC:22429	SUN3	SUNC1	MGC33329	256979	NM_001030019	Q8TAQ9	ENSG00000164744
HGNC:16252	SUN5	SPAG4L	dJ726C3.1, TSARG4	140732	NM_080675	Q8TC36	ENSG00000167098
HGNC:11460	SUOX			6821	NM_000456	P51687	ENSG00000139531
HGNC:11466	SUPT3H		SPT3, SPT3L	8464	NM_001261823	O75486	ENSG00000196284
HGNC:11467	SUPT4H1	SUPT4H	SPT4H, Spt4, Supt4a	6827	NM_003168	P63272	ENSG00000213246
HGNC:33981	SUPT4H1P1	SUPT4H1P		100190947	NG_008701		ENSG00000226247
HGNC:50823	SUPT4H1P2			100287625	NG_030121		ENSG00000246115
HGNC:11469	SUPT5H		SPT5H, SPT5, FLJ34157	6829	NM_001111020	O00267	ENSG00000196235
HGNC:11470	SUPT6H		KIAA0162, SPT6H	6830	NM_001320755	Q7KZ85	ENSG00000109111
HGNC:30632	SUPT7L		STAF65gamma, KIAA0764, SPT7L, STAF65	9913	NM_001282729	O94864	ENSG00000119760
HGNC:11465	SUPT16H		FACT, FACTP140, SPT16/CDC68, FLJ14010, FLJ10857, CDC68	11198	NM_007192	Q9Y5B9	ENSG00000092201
HGNC:31388	SUPT16HP1	SUPT16HP	bcm670	400011	NG_009707		ENSG00000256238
HGNC:20596	SUPT20H	C13orf19, FAM48A	SPT20, bA421P11.4, P38IP	55578	NM_001014286	Q8NEM7	ENSG00000102710
HGNC:30773	SUPT20HL1	FAM48B1	SPT20L	100130302	NM_001136234	Q3ZLR7	ENSG00000223731
HGNC:31797	SUPT20HL2	FAM48B2		170067	NM_001136233	P0C7V6	ENSG00000223611
HGNC:11471	SUPV3L1		SUV3	6832	NM_001301683	Q8IYB8	ENSG00000156502
HGNC:11474	SURF1			6834	NM_001280787	Q15526	ENSG00000148290
HGNC:11475	SURF2			6835	NM_001278928	Q15527	ENSG00000148291
HGNC:11476	SURF4		ERV29, FLJ22993, MGC102753	6836	NM_001280788	O15260	ENSG00000148248
HGNC:11478	SURF6		FLJ30322, RRP14	6838	NM_001278942	O75683	ENSG00000148296
HGNC:37722	SURF6P1			643470	NG_016547		ENSG00000228518
HGNC:25413	SUSD1		DKFZP761E1824	64420	NM_001282640	Q6UWL2	ENSG00000106868
HGNC:30667	SUSD2		BK65A6.2, FLJ22778	56241	NM_019601	Q9UGT4	ENSG00000099994
HGNC:33889	SUSD2P1			729568	NG_008830		
HGNC:35197	SUSD2P2			729450	NG_008328		ENSG00000278110
HGNC:28391	SUSD3		MGC26847	203328	NM_001287005	Q96L08	ENSG00000157303
HGNC:25470	SUSD4		FLJ10052	55061	NM_001037175	Q5VX71	ENSG00000143502
HGNC:29061	SUSD5		KIAA0527	26032	NM_015551	O60279	ENSG00000173705
HGNC:19956	SUSD6	KIAA0247		9766	NM_014734	Q92537	ENSG00000100647
HGNC:11479	SUV39H1	SUV39H	KMT1A	6839	NM_001282166	O43463	ENSG00000101945
HGNC:17287	SUV39H2		FLJ23414, KMT1B	79723	NM_001193424	Q9H5I1	ENSG00000152455
HGNC:17101	SUZ12		JJAZ1, KIAA0160, CHET9	23512	NM_001321207	Q15022	ENSG00000178691
HGNC:32421	SUZ12P1	SUZ12P		440423	NR_024187		ENSG00000264538
HGNC:43872	SUZ12P2			100421539	NG_027340		
HGNC:20566	SV2A		SV2, KIAA0736	9900	NM_001278719	Q7L0J3	ENSG00000159164
HGNC:16874	SV2B		KIAA0735, HsT19680	9899	NM_001167580	Q7L1I2	ENSG00000185518
HGNC:30670	SV2C			22987	NM_001297716	Q496J9	ENSG00000122012
HGNC:29204	SVBP	CCDC23	MGC45441	374969	NM_199342	Q8N300	ENSG00000177868
HGNC:15985	SVEP1	C9orf13	bA427L11.3, POLYDOM, FLJ13529	79987	NM_153366	Q4LDE5	ENSG00000165124
HGNC:11480	SVIL			6840	NM_001323599	O95425	ENSG00000197321
HGNC:51219	SVIL-AS1		RP11-534G20.3	102724316	NR_003930		ENSG00000224597
HGNC:44959	SVILP1			645954	NR_036438		ENSG00000234814
HGNC:25238	SVIP		DKFZp313A2432	258010	NM_001320340	Q8NHG7	ENSG00000198168
HGNC:25417	SVOP		DKFZp761H039	55530	NM_018711	Q8N4V2	ENSG00000166111
HGNC:27034	SVOPL		MGC46715	136306	NM_001139456	Q8N434	ENSG00000157703
HGNC:17070	SWAP70		KIAA0640, SWAP-70	23075	NM_001297714	Q9UH65	ENSG00000133789
HGNC:31412	SWI5	C9orf119	bA395P17.9, SAE3	375757	NM_001040011	Q1ZZU3	ENSG00000175854
HGNC:26638	SWSAP1	C19orf39	FLJ35119, ZSWIM7AP1, SWS1AP1	126074	NM_175871	Q6NVH7	ENSG00000173928
HGNC:16785	SWT1	C1orf26	FLJ20121, HsSwt1	54823	NM_001105518	Q5T5J6	ENSG00000116668
HGNC:16273	SYAP1		FLJ14495, PRO3113	94056	NM_032796	Q96A49	ENSG00000169895
HGNC:26011	SYBU		FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	55638	NM_001099743	Q9NX95	ENSG00000147642
HGNC:28852	SYCE1	C10orf94	bA108K14.6, CT76	93426	NM_001143763	Q8N0S2	ENSG00000171772
HGNC:37236	SYCE1L		MRP2	100130958	NM_001129979	A8MT33	ENSG00000205078
HGNC:27411	SYCE2		CESC1	256126	NM_001105578	Q6PIF2	ENSG00000161860
HGNC:35245	SYCE3	C22orf41		644186	NM_001123225	A1L190	ENSG00000217442
HGNC:18442	SYCN	INSSA1	SYL, FLJ27441	342898	NM_001080468	Q0VAF6	ENSG00000179751
HGNC:11487	SYCP1		HOM-TES-14, SCP1, CT8	6847	NM_001282541	Q15431	ENSG00000198765
HGNC:11490	SYCP2		SCP2	10388	NM_014258	Q9BX26	ENSG00000196074
HGNC:21537	SYCP2L	C6orf177	dJ62D2.1, NO145	221711	NM_001040274	Q5T4T6	ENSG00000153157
HGNC:18130	SYCP3			50511	NM_001177948	Q8IZU3	ENSG00000139351
HGNC:25824	SYDE1		7h3, FLJ13511, SYD1	85360	NM_001300910	Q6ZW31	ENSG00000105137
HGNC:25841	SYDE2		FLJ13815	84144	NM_032184	Q5VT97	ENSG00000097096
HGNC:19824	SYF2	CBPIN	p29, DKFZp564O2082, NTC31, fSAP29	25949	NM_015484	O95926	ENSG00000117614
HGNC:19925	SYF2P1	CBPINP, SYF2P		317778	NG_002474		ENSG00000258350
HGNC:38139	SYF2P2			100128275	NG_021644		ENSG00000233148
HGNC:11491	SYK			6850	NM_001135052	P43405	ENSG00000165025
HGNC:11493	SYM2			6852			
HGNC:22935	SYMPK		SYM, SPK	8189	NM_004819	Q92797	ENSG00000125755
HGNC:11494	SYN1			6853	NM_006950	P17600	ENSG00000008056
HGNC:11495	SYN2		SYNII, SYNIIa, SYNIIb	6854	NM_003178	Q92777	ENSG00000157152
HGNC:11496	SYN3			8224	NM_001135774	O14994	ENSG00000185666
HGNC:28897	SYNC	SYNC1	SYNCOILIN	81493	NM_001161708	Q9H7C4	ENSG00000162520
HGNC:16918	SYNCRIP		NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ	10492	NM_001159673	O60506	ENSG00000135316
HGNC:15885	SYNDIG1	C20orf39, TMEM90B	FLJ14220, IFITMD5, SynDIG1, DSPC2	79953	NM_001323606	Q9H7V2	ENSG00000101463
HGNC:32388	SYNDIG1L	TMEM90A	capucin, IFITMD4, DSPC1	646658	NM_001105579	A6NDD5	ENSG00000183379
HGNC:17089	SYNE1	C6orf98	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	23345	NM_001347701	Q8NF91	ENSG00000131018
HGNC:40793	SYNE1-AS1			100505475	NR_120501		ENSG00000234577
HGNC:17084	SYNE2		SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	23224	NM_015180	Q8WXH0	ENSG00000054654
HGNC:19861	SYNE3	C14orf49, LINC00341, C14orf139, NCRNA00341	FLJ25605, NET53, Nesprin-3, Nesp3	161176	NM_152592	Q6ZMZ3	ENSG00000176438
HGNC:26703	SYNE4	C19orf46, DFNB76	FLJ36445, Nesprin-4, Nesp4	163183	NM_001039876	Q8N205	ENSG00000181392
HGNC:11497	SYNGAP1		SYNGAP, RASA5, KIAA1938	8831	NM_001130066	Q96PV0	ENSG00000197283
HGNC:53831	SYNGAP1-AS1		SYNGAP1-AS				
HGNC:11498	SYNGR1			9145	NM_004711	O43759	ENSG00000100321
HGNC:11499	SYNGR2			9144	NM_001320523	O43760	ENSG00000108639
HGNC:11500	SYNGR2P1	SYNGR2P		283698	NG_003218		
HGNC:33947	SYNGR2P2			138916	NG_001541		
HGNC:11501	SYNGR3			9143	NM_004209	O43761	ENSG00000127561
HGNC:11502	SYNGR4			23546	NM_012451	O95473	ENSG00000105467
HGNC:11503	SYNJ1		INPP5G, PARK20	8867	NM_001160302	O43426	ENSG00000159082
HGNC:11504	SYNJ2		INPP5H	8871	NM_001178088	O15056	ENSG00000078269
HGNC:41387	SYNJ2-IT1			100874300	NR_046796		ENSG00000233496
HGNC:18955	SYNJ2BP		Arip2	55333	NM_018373	P57105	ENSG00000213463
HGNC:48350	SYNJ2BP-COX16			100529257	NM_001202547		ENSG00000258644
HGNC:24466	SYNM	DMN	KIAA0353, SYN	23336	NM_015286	O15061	ENSG00000182253
HGNC:30672	SYNPO		KIAA1029	11346	NM_001109974	Q8N3V7	ENSG00000171992
HGNC:17732	SYNPO2		MYOPODIN	171024	NM_001128933	Q9UMS6	ENSG00000172403
HGNC:23532	SYNPO2L		FLJ12921	79933	NM_001114133	Q9H987	ENSG00000166317
HGNC:16507	SYNPR		MGC26651, SPO	132204	NM_001130003	Q8TBG9	ENSG00000163630
HGNC:40774	SYNPR-AS1			100874016	NR_046677		ENSG00000241359
HGNC:557	SYNRG	AP1GBP1	SYNG, MGC104959	11276	NM_001163544	Q9UMZ2	ENSG00000275066
HGNC:11506	SYP		MRX96	6855	NM_003179	P08247	ENSG00000102003
HGNC:40571	SYP-AS1			100873921	NR_046649		ENSG00000237341
HGNC:11507	SYPL1	SYPL		6856	NM_006754	Q16563	ENSG00000008282
HGNC:53546	SYPL1P1			100130011	NG_022224		ENSG00000243154
HGNC:53547	SYPL1P2			100132972	NG_022448		ENSG00000265683
HGNC:27638	SYPL2		Mg29	284612	NM_001040709	Q5VXT5	ENSG00000143028
HGNC:16162	SYS1	C20orf169	dJ453C12.4	90196	NM_001099791	Q8N2H4	ENSG00000204070
HGNC:33535	SYS1-DBNDD2			767557	NR_003189		ENSG00000254806
HGNC:11509	SYT1	SYT, SVP65	P65	6857	NM_001135805	P21579	ENSG00000067715
HGNC:11510	SYT2			127833	NM_001136504	Q8N9I0	ENSG00000143858
HGNC:11511	SYT3			84258	NM_001160328	Q9BQG1	ENSG00000213023
HGNC:11512	SYT4		KIAA1342, HsT1192	6860	NM_020783	Q9H2B2	ENSG00000132872
HGNC:11513	SYT5			6861	NM_001297774	O00445	ENSG00000129990
HGNC:18638	SYT6			148281	NM_001270805	Q5T7P8	ENSG00000134207
HGNC:11514	SYT7	PCANAP7	IPCA-7, SYT-VII, MGC150517	9066	NM_001252065	O43581	ENSG00000011347
HGNC:19264	SYT8		DKFZp434K0322	90019	NM_001290332	Q8NBV8	ENSG00000149043
HGNC:19265	SYT9			143425	NM_175733	Q86SS6	ENSG00000170743
HGNC:19266	SYT10			341359	NM_198992	Q6XYQ8	ENSG00000110975
HGNC:19239	SYT11		KIAA0080, MGC10881, MGC17226, DKFZp781D015	23208	NM_152280	Q9BT88	ENSG00000132718
HGNC:18381	SYT12		SRG1	91683	NM_001177880	Q8IV01	ENSG00000173227
HGNC:14962	SYT13		KIAA1427	57586	NM_001247987	Q7L8C5	ENSG00000019505
HGNC:23143	SYT14		sytXIV, FLJ34198	255928	NM_001146261	Q8NB59	ENSG00000143469
HGNC:33429	SYT14P1	SYT14L	SYTDEP, CHR415SYT	401135	NR_027094	Q58G82	ENSG00000215127
HGNC:17167	SYT15		CHR10SYT	83849	NM_031912	Q9BQS2	ENSG00000204176
HGNC:23142	SYT16	SYT14L	yt14r, CHR14SYT, Strep14	83851	NM_031914	Q17RD7	ENSG00000139973
HGNC:24119	SYT17			51760	NM_001308157	Q9BSW7	ENSG00000103528
HGNC:15584	SYTL1		SLP1, JFC1, FLJ14996, exophilin-7	84958	NM_001193308	Q8IYJ3	ENSG00000142765
HGNC:15585	SYTL2		FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151	54843	NM_001162951	Q9HCH5	ENSG00000137501
HGNC:15587	SYTL3		SLP3, exophilin-6	94120	NM_001009991	Q4VX76	ENSG00000164674
HGNC:15588	SYTL4			94121	NM_001129896	Q96C24	ENSG00000102362
HGNC:15589	SYTL5			94122	NM_001163334	Q8TDW5	ENSG00000147041
HGNC:20738	SYVN1		HRD1, DER3	84447	NM_032431	Q86TM6	ENSG00000162298
HGNC:30232	SZRD1	C1orf144	DKFZp566C0424	26099	NM_001114600	Q7Z422	ENSG00000055070
